"Statistic","University League Table 2008 to 2027"
"Variable","Year,Rank,Institution,Entry Standards,Student Satisfaction,Research Quality,Research Intensity,Graduate Prospects,Graduate Prospects - Outcomes,Graduate Prospects On Track,Student-Staff Ratio,Academic Services Spend,Facilities Spend,Good Honours,Degree Completion,Continuation,Overall Score"
"University name","Institution names show the name at the time of the most recent league table to aid comparison with historic data. Some may have entered the subject tables when they were university colleges. Where institutions merged, the historic institution names are  used up until the year before the merger"
"Note","For latest league table please refer to https://www.thecompleteuniversityguide.co.uk/league-tables/rankings. © 2026 Complete University Guide Limited. All rights reserved."
""
"Year","Rank","Institution","Entry Standards","Student Satisfaction","Research Quality","Research Intensity","Graduate Prospects","Graduate Prospects - Outcomes","Graduate Prospects On Track","Student-Staff Ratio","Academic Services Spend","Facilities Spend","Good Honours","Degree Completion","Continuation","Overall Score"
"2020","130","Wrexham University","94","4.00","2.15","0.16","63.1","","","21.2","1193","495","70.4","74.7","","417"
"2020","131","Ravensbourne University London","110","3.82","","","68.7","","","31.6","1119","314","63.9","89.8","","339"
"2021","1","University of Cambridge","212","","3.33","0.95","86.7","","","11.2","2718","1043","92.9","98.8","","1000"
"2021","2","University of Oxford","205","","3.34","0.87","83.4","","","10.3","2842","599","94.2","98.1","","992"
"2021","3","University of St Andrews","211","4.34","3.13","0.82","79.7","","","11.2","2650","746","89.3","95.0","","959"
"2021","4","London School of Economics and Political Science, University of London","168","3.82","3.35","0.85","86.1","","","11.9","2051","853","92.2","97.2","","941"
"2021","5","Imperial College London","190","4.02","3.36","0.92","90.4","","","11.1","2982","755","92.9","96.8","","915"
"2021","6","Loughborough University","151","4.21","2.95","0.88","86.8","","","13.4","1853","1375","84.4","93.2","","902"
"2021","7","Durham University","192","4.01","3.14","0.79","84.8","","","14.7","2174","1085","91.7","95.6","","900"
"2021","8","Lancaster University","151","4.07","3.15","0.77","89.2","","","12.5","2319","1066","79.7","93.0","","885"
"2021","9","University of Bath","174","4.09","3.17","0.74","87.4","","","14.9","1913","703","89.0","96.2","","871"
"2021","10","UCL (University College London)","175","3.95","3.22","0.91","83.8","","","10.4","2338","325","89.1","94.5","","858"
"2021","11","University of Warwick","163","4.09","3.22","0.83","83.2","","","13.8","1643","795","86.7","94.9","","845"
"2021","12","University of Exeter","163","4.06","3.08","0.82","85.5","","","15.2","1594","1191","86.7","94.7","","834"
"2021","13","University of Birmingham","159","4.00","3.07","0.81","85.3","","","14.1","2371","757","86.3","94.5","","812"
"2021","14","University of Bristol","170","4.02","3.18","0.91","80.5","","","13.3","1645","673","90.1","94.9","","811"
"2021","15","The University of Edinburgh","187","3.87","3.18","0.83","77.3","","","11.9","1407","808","89.4","93.8","","810"
"2021","16","University of Leeds","160","4.06","3.13","0.75","81.2","","","13.7","2498","406","87.4","93.5","","804"
"2021","17","University of Southampton","155","4.03","3.15","0.90","82.1","","","13.3","1978","746","85.8","92.0","","803"
"2021","17","University of Manchester","167","3.98","3.16","0.78","80.4","","","13.1","2542","692","82.9","93.5","","803"
"2021","19","University of Glasgow","200","4.00","3.10","0.84","85.4","","","13.4","1862","673","83.0","88.0","","789"
"2021","20","University of Nottingham","151","4.00","3.09","0.79","86.0","","","14.5","1803","938","84.5","92.0","","773"
"2021","20","King's College London, University of London","171","3.89","3.23","0.80","84.7","","","11.9","1984","673","85.6","91.4","","773"
"2021","22","University of York","152","4.14","3.17","0.75","81.6","","","14.4","1296","603","82.4","94.4","","767"
"2021","23","Newcastle University","152","4.02","3.09","0.80","85.8","","","14.2","1790","530","82.0","95.1","","764"
"2021","24","Royal Holloway, University of London","135","4.08","3.09","0.77","73.5","","","14.7","1875","834","81.5","91.1","","761"
"2021","25","University of East Anglia UEA","138","4.02","3.11","0.75","77.0","","","13.5","1789","1044","84.7","87.8","","751"
"2021","26","University of Aberdeen","183","4.10","2.97","0.73","81.0","","","16.2","1744","701","86.2","89.0","","747"
"2021","27","Queen's University Belfast","151","3.97","2.99","0.95","82.4","","","14.6","1558","820","85.0","91.7","","746"
"2021","28","University of Sheffield","151","4.09","3.17","0.74","84.3","","","14.7","1772","520","82.7","93.2","","744"
"2021","29","Heriot-Watt University","168","4.00","3.06","0.82","79.2","","","17.8","1795","1491","79.3","84.4","","740"
"2021","30","Cardiff University","153","3.99","3.27","0.62","81.9","","","14.3","1698","709","81.8","91.8","","739"
"2021","31","University of Dundee","177","4.17","3.03","0.68","81.4","","","14.3","1881","597","76.8","87.7","","736"
"2021","32","Swansea University","130","4.09","3.09","0.71","85.3","","","15.0","1558","687","79.1","89.1","","732"
"2021","33","University of Liverpool","142","4.03","3.06","0.70","85.3","","","14.4","2086","539","78.8","92.7","","731"
"2021","34","University of Surrey","148","4.00","2.98","0.73","80.6","","","15.8","1926","725","79.9","88.8","","729"
"2021","35","Queen Mary University of London","149","3.90","3.18","0.74","78.6","","","13.0","1471","704","86.2","90.6","","720"
"2021","35","University of Strathclyde","199","4.01","3.04","0.84","79.7","","","19.5","1448","489","84.9","87.8","","720"
"2021","37","SOAS University of London","157","3.93","2.82","0.76","69.8","","","11.6","2546","417","82.5","82.0","","712"
"2021","38","University of Leicester","133","3.99","2.93","0.82","74.9","","","13.7","2014","779","78.9","94.0","","709"
"2021","39","University of Reading","126","3.92","3.03","0.83","75.8","","","15.8","1890","844","81.9","91.3","","706"
"2021","40","University of Sussex","143","3.95","3.01","0.73","80.4","","","17.4","1604","864","75.3","89.9","","699"
"2021","41","Harper Adams University","124","4.10","2.66","0.23","72.5","","","14.8","1891","1939","73.0","87.6","","684"
"2021","41","University of Essex","107","4.08","3.05","0.82","73.8","","","16.7","1950","1469","75.4","84.4","","684"
"2021","43","Aston University, Birmingham","126","4.00","3.05","0.57","79.2","","","16.1","1473","517","81.9","89.8","","683"
"2021","44","University for the Creative Arts","133","4.13","2.72","0.10","72.9","","","13.7","2492","189","73.5","84.8","","681"
"2021","45","University of Stirling","162","3.98","2.96","0.74","78.2","","","16.2","1079","847","76.3","81.4","","680"
"2021","46","Nottingham Trent University","126","4.12","2.59","0.23","81.7","","","14.8","1410","921","69.7","86.7","","672"
"2021","47","University of Kent","130","3.99","2.95","0.85","78.0","","","17.0","1211","716","78.0","88.8","","669"
"2021","48","Oxford Brookes University","122","3.98","2.66","0.39","77.2","","","14.7","1524","868","78.8","89.4","","667"
"2021","48","Arts University Bournemouth","147","4.17","2.30","0.13","80.3","","","14.5","1424","347","68.3","91.4","","667"
"2021","50","University of Lincoln","120","4.04","2.54","0.39","81.5","","","15.3","1292","781","75.9","88.7","","666"
"2021","51","University of the Arts London","132","3.90","3.12","0.17","72.1","","","13.7","2505","269","72.2","84.2","","665"
"2021","52","Northumbria University, Newcastle","143","4.05","2.71","0.29","75.1","","","15.5","1646","677","78.7","83.8","","661"
"2021","53","University of Huddersfield","128","4.06","2.65","0.32","80.0","","","15.5","1805","683","75.6","83.5","","660"
"2021","54","Coventry University","123","4.08","2.67","0.13","80.5","","","13.9","1784","616","74.6","81.8","","654"
"2021","54","Manchester Metropolitan University","132","4.07","2.74","0.24","71.1","","","15.0","2011","762","72.8","85.1","","654"
"2021","56","Keele University","124","4.13","2.88","0.59","81.7","","","14.3","1508","631","76.0","86.9","","652"
"2021","57","City, University of London","137","4.01","2.95","0.53","72.9","","","17.3","1920","625","75.6","87.4","","644"
"2021","58","Aberystwyth University","124","4.31","2.84","0.76","77.7","","","16.8","1932","435","70.7","82.8","","642"
"2021","59","St George's, University of London","154","3.83","2.99","0.52","94.0","","","13.3","2160","344","78.0","94.3","","631"
"2021","60","Ulster University","129","4.13","2.91","0.84","70.9","","","18.1","1664","700","78.6","80.4","","627"
"2021","61","University of Portsmouth","115","4.06","2.75","0.27","85.2","","","16.1","1512","652","73.6","83.8","","625"
"2021","62","Liverpool Hope University","116","4.11","2.21","0.53","83.7","","","15.0","884","1268","71.8","77.3","","624"
"2021","62","Edge Hill University","130","4.10","2.22","0.27","76.9","","","14.0","1638","892","71.3","84.2","","624"
"2021","64","Bristol, UWE","121","4.18","2.70","0.29","76.1","","","15.4","1249","633","74.5","82.6","","612"
"2021","64","University of Hull","126","4.02","2.70","0.56","76.0","","","15.1","1713","790","73.7","82.8","","612"
"2021","66","Liverpool John Moores University","144","4.07","2.79","0.26","74.7","","","16.8","1332","439","73.7","82.2","","610"
"2021","67","Sheffield Hallam University","116","4.12","2.76","0.16","73.5","","","16.8","2051","449","75.7","85.5","","602"
"2021","68","Goldsmiths, University of London","123","3.91","2.90","0.85","58.1","","","14.9","2090","762","79.6","78.0","","600"
"2021","69","University of Bradford","126","3.90","2.95","0.23","82.8","","","18.0","1424","772","79.9","82.5","","594"
"2021","70","University of Lancashire","126","4.07","2.51","0.24","76.9","","","13.3","2060","508","72.3","76.3","","593"
"2021","71","University of Plymouth","132","4.09","2.74","0.50","73.5","","","16.2","1736","521","73.7","83.5","","591"
"2021","72","University of Chichester","121","4.13","2.50","0.25","64.8","","","14.4","1116","795","75.6","90.4","","589"
"2021","72","Robert Gordon University","152","4.13","2.35","0.21","81.1","","","18.7","1229","455","72.0","84.5","","589"
"2021","72","Bangor University","123","4.17","2.99","0.63","67.4","","","15.7","1256","725","72.0","83.7","","589"
"2021","75","University of Staffordshire","117","4.11","2.20","0.33","80.7","","","17.5","1760","523","73.4","79.7","","580"
"2021","75","Queen Margaret University, Edinburgh","147","4.05","2.65","0.22","72.9","","","19.5","1258","416","79.6","79.3","","580"
"2021","77","Edinburgh Napier University","147","3.95","2.52","0.19","73.4","","","18.2","2120","328","78.8","81.0","","579"
"2021","77","Norwich University of the Arts","129","4.09","2.69","0.18","60.5","","","15.2","2079","566","70.8","84.1","","579"
"2021","77","University of West London","116","4.22","1.92","0.13","73.8","","","15.2","1603","927","75.4","77.9","","579"
"2021","77","Falmouth University","125","4.06","2.04","0.33","76.9","","","17.3","1152","452","76.4","86.9","","579"
"2021","81","University of Hertfordshire","108","4.02","2.61","0.21","80.4","","","14.8","1638","1122","65.7","82.1","","578"
"2021","81","De Montfort University","110","4.08","2.67","0.30","83.2","","","19.6","1306","904","72.5","81.4","","578"
"2021","81","University of Roehampton","103","4.01","2.83","0.67","71.5","","","14.8","2229","810","66.7","75.2","","578"
"2021","84","Birmingham City University","122","4.02","2.64","0.14","76.4","","","16.6","1448","576","74.4","84.0","","576"
"2021","84","Brunel University of London","120","3.88","2.67","0.85","70.7","","","17.7","1442","540","75.6","87.5","","576"
"2021","86","Bournemouth University","116","3.93","2.72","0.29","68.2","","","17.6","1640","736","78.8","84.2","","574"
"2021","87","Cardiff Metropolitan University","128","4.08","3.00","0.09","65.5","","","18.1","1774","772","70.6","80.1","","573"
"2021","88","Glasgow Caledonian University","153","4.01","2.67","0.24","72.1","","","21.4","1460","283","80.3","85.0","","559"
"2021","89","London South Bank University","107","4.08","2.52","0.41","87.7","","","16.3","1927","263","70.7","76.4","","556"
"2021","90","University of Greenwich","124","4.04","2.33","0.25","70.2","","","17.8","1477","846","77.1","81.4","","553"
"2021","91","University of Wales Trinity Saint David","137","4.16","2.39","0.12","66.0","","","16.3","1140","587","73.5","77.0","","551"
"2021","92","University of Salford","127","4.02","2.54","0.33","73.1","","","16.5","1182","803","71.7","81.9","","547"
"2021","93","Bath Spa University","109","3.89","2.52","0.30","66.5","","","17.2","1659","506","80.1","84.1","","541"
"2021","94","University of Chester","116","4.09","2.08","0.29","70.1","","","15.1","1917","971","71.5","79.8","","540"
"2021","95","Teesside University","116","4.11","2.58","0.14","80.9","","","18.2","1946","523","71.6","77.9","","534"
"2021","96","Abertay University","144","4.20","2.16","0.36","73.4","","","21.2","1093","686","75.8","74.3","","531"
"2021","97","University of Gloucestershire","115","4.05","2.38","0.18","72.6","","","17.7","1538","499","71.8","81.4","","530"
"2021","98","Middlesex University","115","3.92","2.58","0.35","73.5","","","17.0","2544","368","68.7","78.2","","527"
"2021","99","University of Derby","118","4.07","2.07","0.19","75.8","","","14.6","1461","441","66.9","78.4","","521"
"2021","100","Southampton, Solent University","123","4.11","1.63","0.07","70.2","","","15.8","1467","775","70.7","78.6","","512"
"2021","100","Kingston University","116","4.05","2.70","0.16","64.1","","","16.8","2027","692","71.3","80.9","","512"
"2021","102","University of South Wales","120","4.10","2.51","0.16","63.2","","","15.1","1511","357","70.4","81.7","","505"
"2021","103","York St John University","103","4.11","2.04","0.29","73.4","","","18.0","1334","595","73.6","86.4","","491"
"2021","104","University of Worcester","117","4.15","2.08","0.30","74.7","","","17.8","1083","626","66.0","82.2","","489"
"2021","105","University of Winchester","110","4.03","2.32","0.30","64.2","","","16.5","1239","465","74.3","84.2","","488"
"2021","106","Lincoln Bishop University","108","4.01","1.96","0.17","72.7","","","18.4","1430","972","70.7","88.9","","486"
"2021","107","St Mary's University, Twickenham","109","4.07","1.98","0.23","72.3","","","18.0","1076","756","75.1","82.8","","479"
"2021","108","University of Sunderland","115","4.01","2.12","0.39","66.4","","","15.5","2013","632","61.3","78.4","","478"
"2021","109","University of Northampton","103","3.97","2.09","0.25","67.8","","","16.2","1958","1056","66.9","78.7","","477"
"2021","109","University of the West of Scotland","128","4.06","2.36","0.22","80.2","","","22.6","1757","467","70.9","78.6","","477"
"2021","111","University of Westminster, London","120","3.95","2.74","0.29","70.0","","","20.9","1283","567","66.2","82.3","","476"
"2021","112","University of Brighton","116","4.01","2.84","0.21","66.8","","","17.5","1373","542","67.8","80.7","","472"
"2021","113","Anglia Ruskin University","109","4.09","2.37","0.27","68.1","","","17.7","1064","420","75.6","78.2","","465"
"2021","114","Royal Agricultural University","121","4.10","1.40","0.26","63.3","","","19.8","2017","981","67.6","94.4","","445"
"2021","115","University of Buckingham","122","4.12","","","81.5","","","15.0","1024","542","63.5","83.1","","443"
"2021","116","University of East London","107","4.00","2.71","0.23","65.0","","","19.7","1105","756","70.3","73.1","","440"
"2021","117","University of Cumbria","118","3.96","2.13","0.08","72.4","","","15.7","1407","380","63.9","82.8","","430"
"2021","118","London Metropolitan University","93","4.01","2.44","0.15","69.1","","","17.8","2581","1210","60.4","64.8","","429"
"2021","118","Leeds Beckett University","106","4.06","2.16","0.24","63.1","","","19.2","1487","675","71.3","76.0","","429"
"2021","120","Birmingham Newman University","109","4.12","2.13","0.20","64.2","","","17.1","1360","336","66.8","78.1","","417"
